name,age,age_group,country,handedness,home_location_type,sleep,sleep_group,tertiary_qualifications
Erin Evans,79,7,1,2,1,3.5,1,1
Rebecca Dillon,27,2,4,1,2,7.0,2,1
Sophia Thompson,60,6,2,1,2,7.0,2,2
Virginia Holland,63,6,2,1,1,5.5,1,2
Jacob Mendoza,94,8,1,1,2,8.5,2,1
John Hayes,8,1,1,1,2,8.0,2,1
James Vasquez,61,6,4,1,1,5.5,1,1
Richard Zhang,22,2,1,1,1,7.0,2,1
Raymond Parker,71,7,2,3,1,7.5,2,2
Amanda Gaines,72,7,2,1,1,7.5,2,1
Larry Schwartz,44,4,3,3,3,8.0,2,1
Leah Woods,34,3,2,1,1,7.5,2,1
Alisha Bruce,44,4,3,1,1,6.5,1,2
Makayla Jones,86,8,4,1,1,7.5,2,1
Eric Saunders,23,2,1,1,3,8.5,2,1
Logan Sparks DDS,20,2,1,1,1,9.5,3,1
Linda Hernandez,13,1,1,1,1,6.5,1,1
Bob Ball,57,5,1,1,2,8.0,2,1
Christina Hall,47,4,2,1,1,9.5,3,1
Pamela Ross,65,6,3,2,1,9.0,3,1
Roberta Perry,91,8,4,1,1,7.5,2,1
Kenneth Moore,77,7,2,1,1,6.5,1,1
Jose Campbell,70,7,4,1,2,4.5,1,1
Julie Hawkins,52,5,3,3,1,5.5,1,1
Timothy Tate,75,7,1,1,1,4.5,1,1
Kara Mahoney,91,8,2,1,2,9.5,3,2
William Wilson,91,8,1,2,1,7.0,2,1
Kara Lowe,17,1,1,2,1,10.0,3,1
Lori Calhoun,50,5,1,1,1,7.0,2,1
Gary Bradshaw,35,3,1,1,2,4.5,1,1
Barbara Holland,15,1,3,1,3,7.0,2,1
Andre Hodge,97,8,3,2,2,4.0,1,1
Jennifer Roy,88,8,1,1,1,5.0,1,1
Carrie Smith,54,5,4,1,2,5.5,1,2
Justin Gutierrez,43,4,4,1,3,6.0,1,1
Loretta Davis,80,8,3,1,3,5.5,1,1
Emily Williams,36,3,4,1,2,6.5,1,1
Ashley Cooper,71,7,1,1,3,7.0,2,1
Allen Martin,28,2,2,1,3,10.0,3,2
Chris Smith,10,1,1,2,2,5.0,1,1
Keith Gardner,26,2,1,1,3,7.0,2,3
Tony Anderson,27,2,1,1,2,8.5,2,2
John Lee,72,7,1,1,1,7.0,2,3
Daniel Hunter,50,5,1,1,1,9.0,3,1
Randall Dawson,24,2,1,1,2,8.5,2,1
Mark Clements,53,5,1,1,2,9.0,3,2
Craig Mcbride,39,3,3,1,1,7.5,2,2
Dennis Flynn,24,2,3,1,3,8.0,2,1
Tyler Rodriguez,56,5,1,1,1,5.0,1,2
Eric Lopez,25,2,3,1,1,9.5,3,1
Matthew Fisher,51,5,2,1,1,9.5,3,1
Jaime Daniels,11,1,4,2,3,7.0,2,1
Savannah Garrett,57,5,3,2,3,6.5,1,2
William Ortega,87,8,4,1,1,9.5,3,1
Samuel Branch,31,3,3,1,3,7.5,2,1
Miss Shannon Sutton,61,6,1,1,3,7.5,2,2
Gary Chavez,20,2,1,1,2,8.5,2,1
Dale Cook,36,3,2,1,3,7.0,2,1
Sandra Castro,42,4,1,1,2,9.0,3,1
Christine Moreno,36,3,1,3,3,9.5,3,1
Thomas Ferguson,11,1,2,1,1,6.5,1,1
Mark Palmer,13,1,4,2,1,7.5,2,1
Michael Brooks,17,1,2,1,1,6.0,1,1
Andre Edwards,34,3,4,1,1,9.0,3,1
Steven Campbell,63,6,1,1,2,6.5,1,1
Marissa Allen,72,7,1,1,1,4.5,1,2
Mark Nolan,19,1,2,3,3,12.0,3,1
Taylor Hughes,22,2,1,1,2,6.0,1,3
Maria Pitts,20,2,3,1,3,8.0,2,1
Sara Oliver,78,7,2,1,2,6.0,1,1
Angela Lewis,16,1,2,2,1,10.0,3,1
Eric Greene,68,6,1,2,1,7.0,2,1
Shannon Burgess,34,3,2,2,3,8.5,2,1
Corey Chang,67,6,2,1,2,8.0,2,1
Paula Price,64,6,4,1,3,7.0,2,1
Nina Garrett,18,1,1,1,3,8.5,2,1
Dean Brooks,32,3,1,1,1,8.0,2,1
Christine Jenkins DDS,32,3,4,1,3,6.5,1,1
Rhonda Sanchez,12,1,1,1,3,6.0,1,1
Dr. Nancy Willis,27,2,1,1,1,9.5,3,1
Jay Vaughan,41,4,2,1,3,6.5,1,1
Patrick Thomas,48,4,1,1,1,6.5,1,1
Joseph Pennington,58,5,2,1,1,9.5,3,2
Kelly Miller,24,2,1,2,2,8.5,2,1
Eric Reilly,62,6,1,1,3,7.0,2,1
Alexandra Allison,23,2,3,1,3,8.0,2,3
Danielle Krause,50,5,1,1,2,5.5,1,1
Bridget Miller,12,1,4,1,2,9.0,3,1
Alyssa Webb,86,8,4,1,2,6.5,1,1
Amy Chapman,47,4,3,1,3,8.5,2,3
Katie Cantrell,13,1,1,1,1,8.5,2,1
Jasmine Gibbs,84,8,4,1,1,5.5,1,1
Angela Maldonado,26,2,1,2,3,9.0,3,1
Joseph Boyer,85,8,2,3,3,8.5,2,1
Belinda Flores,90,8,1,1,1,7.0,2,2
Morgan Tucker,12,1,2,1,2,8.5,2,1
Melinda Chan,36,3,3,1,3,5.5,1,1
Jennifer Cruz,24,2,4,1,3,2.5,1,1
Barbara Flynn,15,1,2,1,1,9.5,3,1
Melanie Miller,56,5,1,1,2,10.5,3,1
Toni Stafford,58,5,4,1,3,6.0,1,1
Lisa Garcia,23,2,1,1,2,7.5,2,2
Lee Leblanc,29,2,1,2,2,8.5,2,3
Thomas Smith,80,8,2,2,1,7.0,2,1
David Calhoun,24,2,3,1,3,10.0,3,1
Michael Rodriguez,30,3,1,1,2,8.0,2,1
Mary Brooks,21,2,1,1,3,4.0,1,2
April Palmer,54,5,1,1,1,4.5,1,1
Austin Curtis,71,7,3,1,1,9.0,3,1
Nicole Frederick,48,4,3,1,1,7.5,2,2
William Wood,8,1,2,1,3,9.0,3,1
Michelle Martin,21,2,1,3,3,5.5,1,1
Theresa Zamora,18,1,2,1,2,10.0,3,1
Aaron Rodriguez,37,3,1,1,2,6.5,1,1
Michelle Harrington,47,4,1,3,1,8.0,2,1
Noah Miller,46,4,2,1,2,7.5,2,1
Andrew Harris,54,5,4,1,2,7.0,2,1
Taylor Reid,12,1,4,1,3,6.5,1,1
Robert Grimes,18,1,2,1,1,8.0,2,1
Adam Sherman,78,7,2,1,3,4.0,1,2
Elizabeth Mullins,26,2,1,1,1,7.5,2,1
Jack Long,42,4,4,2,1,7.5,2,2
Jennifer Dean,47,4,2,2,1,10.0,3,1
Tracy Kim,28,2,1,1,1,5.5,1,1
Adam Gonzalez,42,4,1,2,1,3.5,1,1
Elizabeth Montoya,81,8,3,2,3,5.5,1,2
Jessica Butler,8,1,1,1,2,8.0,2,1
Charles Taylor,50,5,3,1,1,6.5,1,1
Keith Hayes,56,5,4,1,1,6.5,1,2
Randy Leach,45,4,3,1,3,6.5,1,1
Michael Salinas,47,4,1,2,2,8.0,2,1
Samuel Smith,62,6,1,1,1,6.5,1,1
Matthew Ford,50,5,1,2,2,8.5,2,2
Allison Vazquez,41,4,2,1,2,7.0,2,3
Kristen Cox,23,2,4,1,1,8.0,2,1
Mark Conner,73,7,2,1,1,6.5,1,1
Michael Goodwin,39,3,1,2,1,7.5,2,1
Clifford Morales,44,4,2,1,1,7.5,2,1
Sean Adams,39,3,2,2,2,8.5,2,2
Alex Fuller,36,3,2,2,1,5.5,1,2
Terry Warren,66,6,3,1,1,5.5,1,2
Ronald Patel,24,2,4,1,2,7.0,2,1
Donald Hill,80,8,1,1,1,10.5,3,1
Bradley Ramos,46,4,4,3,1,6.0,1,1
Amber Wilson,66,6,4,1,1,1.5,1,1
Jose Lara,55,5,2,2,1,7.0,2,1
Lisa Foster,99,8,4,1,2,8.0,2,1
Todd Forbes,49,4,1,2,2,8.5,2,2
Lauren Berg,66,6,2,1,1,6.5,1,1
Mark Martinez,36,3,1,1,2,8.5,2,1
Heather James,90,8,1,2,3,8.0,2,3
David Holloway,41,4,1,1,1,8.5,2,1
Kim Weeks,63,6,1,1,3,5.5,1,3
Morgan Jackson,84,8,4,1,3,9.0,3,1
Edward Adams,15,1,1,1,2,8.5,2,1
Patrick Graham,69,6,1,1,2,9.0,3,2
Hannah Odonnell,45,4,1,1,1,8.0,2,1
Charles Rogers,25,2,2,1,1,8.5,2,1
Lori Lucas,48,4,1,2,3,5.5,1,1
Timothy Rodriguez,81,8,1,1,1,5.0,1,1
Shannon Rogers,80,8,1,1,3,6.5,1,1
Jacob Harris,29,2,3,1,1,5.5,1,3
Alison Brown,40,4,1,1,1,9.0,3,1
Jeffrey Dominguez,53,5,1,1,1,8.0,2,1
Deborah Ramirez,29,2,1,1,3,7.5,2,1
Michael Beck,79,7,1,3,1,8.0,2,1
Cathy Deleon,89,8,1,2,1,9.5,3,1
Melinda Larson,24,2,1,1,1,9.0,3,1
Andrew Bryan,50,5,1,2,1,8.5,2,1
Jennifer Hernandez,91,8,4,1,3,5.5,1,1
Tammy Anderson,65,6,1,1,1,3.5,1,1
Jaclyn Miller,99,8,1,1,1,7.0,2,1
Erin Ortiz,93,8,1,3,2,6.0,1,1
Robert Hill,65,6,3,2,3,7.5,2,1
David Hutchinson,18,1,1,1,2,3.5,1,1
Rebecca Steele,13,1,2,1,1,10.0,3,1
Joel Vega,93,8,1,1,3,6.5,1,3
Elizabeth Massey,12,1,3,1,3,10.0,3,1
Lisa Hayes,57,5,2,1,1,6.5,1,1
Jennifer Alvarado,9,1,2,1,1,8.0,2,1
Samuel Harris,19,1,1,1,1,9.0,3,1
Laura Garcia,25,2,1,2,1,5.0,1,1
Rhonda Davis,69,6,3,1,1,7.5,2,2
Lydia Spencer,26,2,2,1,1,6.5,1,1
Richard Martinez,30,3,2,1,1,6.5,1,1
Brittany Higgins,26,2,1,1,1,7.0,2,1
Kayla Erickson,15,1,4,1,3,8.5,2,1
April Holland,26,2,1,1,3,5.5,1,1
Kristina Smith,20,2,2,1,1,7.0,2,2
Peter Hicks,93,8,2,1,2,6.5,1,1
Brandon Greene,36,3,2,3,3,4.5,1,1
Melissa Stephens,12,1,1,1,2,7.5,2,1
Francis Morales,22,2,1,1,1,6.0,1,1
Joseph Ortiz,83,8,3,1,3,7.0,2,1
Craig Mays,73,7,1,2,1,7.0,2,3
Alan Davies,27,2,1,2,1,6.5,1,1
Ruth Brown,26,2,4,1,2,6.5,1,1
Scott Oliver,75,7,2,3,2,6.5,1,3
Jay Adams,43,4,2,1,1,8.0,2,1
Deanna Garrett,53,5,3,1,3,3.5,1,1
Valerie Cooper,78,7,1,1,3,6.0,1,1
Justin Monroe,10,1,1,2,3,9.5,3,1
Austin Perkins,8,1,2,1,1,6.5,1,1
Mr. Kevin Thornton,15,1,2,1,1,10.5,3,1
Nichole Phelps,24,2,2,1,1,9.0,3,1
Daisy Morgan,22,2,1,2,1,7.5,2,1
Crystal Elliott,48,4,1,1,1,8.5,2,1
Rachel Gibbs,11,1,2,1,1,7.0,2,1
Nathan Anderson,86,8,4,1,1,6.0,1,1
Mark Watson,41,4,1,1,1,6.0,1,1
Ronald Evans,48,4,1,1,1,9.0,3,2
Robert Cohen,10,1,1,1,2,9.0,3,1
Christie Edwards,34,3,1,1,3,7.0,2,1
Kristie Quinn,31,3,3,1,3,8.0,2,1
Jennifer Smith,76,7,2,1,1,6.5,1,1
Angela Anderson,71,7,3,3,1,8.0,2,1
Nicole Gonzales,40,4,1,1,1,8.5,2,2
Leah Alvarado,55,5,3,1,2,9.0,3,2
Mia Lee,52,5,3,1,1,7.5,2,1
Denise Howard,96,8,3,1,3,5.0,1,2
Leslie Beck,12,1,2,3,1,8.5,2,1
Jill Mitchell,10,1,1,1,3,7.0,2,1
Philip Graham,10,1,1,1,2,9.0,3,1
Kathryn Jackson,85,8,1,1,3,5.5,1,2
Robert Cantu,52,5,4,1,3,8.5,2,1
Brett Miller,57,5,1,1,3,6.0,1,2
Kayla Perez,27,2,1,2,2,6.5,1,1
Margaret Thomas,31,3,1,1,2,7.5,2,3
Jason Garcia,43,4,1,1,3,8.0,2,1
Jose Garcia,93,8,4,2,1,6.5,1,1
Michael Ortiz,31,3,2,1,3,6.5,1,1
Theodore Anderson,84,8,1,1,3,3.5,1,1
Amanda Williams,36,3,1,1,1,8.5,2,1
Gina Davis,50,5,3,1,2,7.5,2,1
Holly Hall,27,2,4,1,3,6.0,1,1
Micheal Burgess,59,5,2,1,1,6.0,1,1
Maurice Simmons,18,1,1,1,1,8.0,2,1
Kimberly Mooney,41,4,3,2,1,8.0,2,1
Brian Perez,40,4,3,3,3,9.5,3,1
Diane Hall,50,5,4,1,2,7.5,2,2
Audrey Santiago,35,3,3,3,2,8.0,2,1
Anthony Simon,31,3,2,1,3,8.0,2,1
Sean Stewart,48,4,4,1,3,9.5,3,1
Madison Rogers,22,2,3,1,2,5.5,1,1
Michael Ortiz,41,4,1,1,1,6.5,1,1
Christina Green,35,3,1,2,2,7.5,2,3
Kathryn Bell,15,1,1,2,3,8.5,2,1
Allison Garcia,52,5,1,1,1,9.5,3,1
John Cooper,32,3,1,1,2,9.0,3,3
Dawn Marshall,39,3,3,1,1,9.0,3,1
Kaitlyn Andrade,24,2,3,1,1,7.0,2,2
Jerry White,14,1,1,1,2,12.0,3,1
Christy Wilson,62,6,3,1,3,6.0,1,3
Kristen Ortega,15,1,2,1,1,7.0,2,1
April Matthews,48,4,4,1,1,6.0,1,1
Jeremy Martin,79,7,2,1,1,7.5,2,1
Karen Wilson,9,1,2,1,2,11.0,3,1
Peter Hines,36,3,3,3,1,7.0,2,1
Brandon Vasquez,73,7,1,1,1,6.5,1,1
Hannah Holland,71,7,1,3,2,6.5,1,1
John Olson,49,4,1,1,2,6.0,1,1
Lee Andrews,20,2,2,1,3,8.5,2,1
Crystal Zimmerman,37,3,1,2,1,9.0,3,1
William Meyer,87,8,1,1,2,7.0,2,1
Timothy French,80,8,4,1,2,9.5,3,2
Michael Baldwin,55,5,1,1,1,10.0,3,3
Eric Shea,20,2,3,1,2,7.0,2,1
Justin Dixon,84,8,4,2,1,4.0,1,1
Daniel Hull,94,8,1,1,1,9.5,3,1
Joshua Beasley,38,3,2,1,2,10.5,3,2
Adam Johnson,46,4,1,1,1,8.5,2,1
Steven Henson,15,1,1,3,1,6.5,1,1
Jason Bruce,75,7,1,1,1,8.0,2,1
Terry Davis,55,5,1,1,2,6.5,1,2
Heather Combs,57,5,4,2,2,7.5,2,3
Angela Montoya,16,1,2,1,2,9.0,3,1
Darrell Henry,25,2,2,1,1,10.0,3,1
Robert Jensen,67,6,2,1,2,5.5,1,1
Brian Little,12,1,3,1,2,11.0,3,1
Henry King,76,7,1,1,1,6.0,1,1
Eddie Thompson,31,3,4,1,3,6.5,1,1
Mrs. Susan Le,27,2,3,3,3,9.5,3,1
Laurie Little,66,6,1,2,1,6.5,1,1
Douglas Cruz,14,1,1,1,1,7.5,2,1
Kerry Erickson,92,8,2,1,2,5.5,1,1
Robert Cook,38,3,3,1,3,9.0,3,1
Karla James,80,8,4,1,1,9.0,3,1
Rickey Thomas,16,1,2,1,1,7.5,2,1
Stephen Mcclure,44,4,1,1,2,7.0,2,1
Gregory Ponce,49,4,2,1,1,9.0,3,1
Daniel Cummings,99,8,1,1,2,7.5,2,1
Cheryl Armstrong,26,2,3,1,2,4.0,1,1
Sherri Richards,36,3,4,1,1,6.5,1,2
Madison Bailey,99,8,2,1,1,6.5,1,2
Stephen Tucker,54,5,3,1,1,8.0,2,2
Michelle Obrien,25,2,1,1,1,9.5,3,3
Michael Bradley,62,6,1,1,1,10.0,3,1
Steven Moss,49,4,1,1,1,6.5,1,2
Rhonda Harvey,40,4,3,1,1,7.0,2,1
Jessica Porter,50,5,1,1,1,7.0,2,1
Regina Cole,35,3,1,1,3,6.5,1,1
Natalie Stone,52,5,2,3,1,6.0,1,1
Crystal Lam,41,4,1,1,2,9.0,3,1
Marissa Robinson,27,2,1,1,3,8.5,2,1
Thomas Mckinney MD,77,7,3,2,3,7.0,2,1
Morgan Johnson,11,1,1,2,1,6.0,1,1
Jennifer Hawkins,53,5,4,1,1,6.5,1,3
George Wells,40,4,1,1,3,8.0,2,3
Monique Wells,45,4,1,3,2,6.0,1,2
Morgan Taylor,68,6,1,2,1,7.0,2,1
Kimberly Skinner,24,2,4,1,1,5.0,1,3
Bryan Strickland,63,6,2,2,2,6.0,1,1
John Rojas,37,3,2,1,1,9.0,3,1
Brittany Holden,80,8,1,2,3,8.5,2,1
Caroline Hicks,47,4,1,1,2,9.5,3,1
Kimberly Miller,57,5,1,1,1,5.0,1,1
Kimberly Harvey,24,2,1,2,2,7.5,2,1
Lonnie Fisher,48,4,2,1,2,7.0,2,3
Cory Kirk,94,8,4,1,3,7.5,2,1
Steven Johnson,47,4,4,2,2,7.0,2,1
Jason Harrington,57,5,4,1,2,7.5,2,1
Brad Thompson,60,6,2,1,2,10.0,3,1
Alicia Barton,25,2,1,1,2,5.0,1,1
Gabriella Moses,41,4,1,1,1,9.0,3,1
Sophia Henry,71,7,2,2,1,7.5,2,2
Marco Briggs,59,5,1,3,2,4.5,1,1
Samantha Austin,55,5,3,1,1,6.0,1,2
Colton Washington,75,7,1,3,2,8.0,2,1
Ruben Wilson,57,5,1,1,1,6.5,1,1
Joseph Brady,31,3,1,1,3,8.0,2,1
Patty Ortiz,48,4,1,3,2,8.0,2,1
Walter Barker,15,1,4,1,3,8.5,2,1
Patricia Moore,29,2,4,1,2,10.0,3,2
Beth Smith,87,8,4,1,2,6.0,1,1
Michael Simpson,11,1,3,1,3,10.0,3,1
Molly Soto,74,7,3,3,1,9.5,3,1
Emily Underwood,47,4,4,1,3,10.0,3,2
Kara Jones,41,4,3,1,3,6.0,1,1
Michael Daniels,8,1,4,2,2,8.5,2,1
Rita Larson,66,6,3,1,1,9.0,3,1
Ronnie Johnson,42,4,1,2,1,7.0,2,1
Bridget Adams,33,3,4,1,3,6.0,1,1
Mr. Cody Larson MD,76,7,2,1,1,6.5,1,1
Erica Pearson,67,6,3,1,2,7.0,2,3
Kevin Mitchell,28,2,1,1,1,8.5,2,1
Christy Black,35,3,1,1,1,10.0,3,1
Adriana Green,56,5,2,2,1,6.5,1,1
Nathaniel Walton,69,6,1,1,2,5.5,1,2
Brian Flores,89,8,1,1,2,4.5,1,1
Ashley Sosa,93,8,4,1,2,8.0,2,1
Sophia Williams,60,6,1,1,2,6.0,1,2
Nicholas Raymond,27,2,1,3,2,5.5,1,2
Jason Brooks,98,8,3,1,1,6.5,1,1
Tyler Mayer,18,1,4,1,2,7.0,2,1
Eric Barber,80,8,1,3,2,5.5,1,1
Nicholas Smith,25,2,1,1,2,5.0,1,1
Johnny Smith,98,8,3,1,2,8.0,2,1
Dennis Lowe,8,1,1,1,1,8.0,2,1
Jasmine Berg,12,1,1,1,1,7.0,2,1
Jasmine Spears,72,7,1,1,3,5.5,1,1
Jacob Hart MD,27,2,3,2,3,6.0,1,1
Lee Bryant,39,3,3,1,1,8.0,2,1
Kyle Hawkins,75,7,1,2,1,6.5,1,1
Mary Williams,66,6,1,1,2,7.0,2,2
Angela Farley,55,5,1,1,1,8.0,2,1
John Bridges,27,2,1,2,2,7.0,2,1
Michele Grant,43,4,1,1,1,9.0,3,1
Tracy Martin,48,4,1,1,3,5.5,1,1
Lindsay Wilson,82,8,1,2,1,6.0,1,1
Jacob Baird,78,7,4,1,3,8.0,2,3
Ashley Bolton,33,3,1,2,2,7.5,2,1
Douglas Howe,19,1,2,2,1,6.5,1,1
Jeffery Atkins,94,8,3,2,1,6.0,1,1
Brenda Sosa,59,5,1,1,1,6.0,1,2
Sally Miller,34,3,3,1,3,6.0,1,1
John Hall,19,1,3,2,2,9.0,3,1
Tanner Reynolds,55,5,1,1,3,5.0,1,2
James Jackson,42,4,3,1,3,8.5,2,2
Amanda Patel,17,1,3,1,3,7.5,2,1
Elaine Wright,39,3,3,1,1,8.0,2,1
Courtney Yu,38,3,1,2,1,5.5,1,1
Justin Hill,13,1,1,2,1,6.0,1,1
Susan Mack,32,3,2,1,1,10.0,3,1
John Nelson,57,5,1,1,2,9.5,3,1
Cathy Hunt,70,7,1,1,2,6.5,1,2
Melissa Henry,45,4,1,3,1,6.5,1,1
Jeremy Kelley,9,1,2,2,1,8.5,2,1
Mrs. Jane Hammond MD,24,2,1,1,3,9.0,3,1
Michelle Lee,31,3,4,1,3,8.0,2,1
Curtis Sweeney,49,4,2,1,1,5.5,1,1
Jasmine Patton,85,8,3,1,3,6.5,1,2
Tammie Buchanan,35,3,3,1,2,8.0,2,1
Thomas Barber,89,8,4,1,3,8.0,2,1
Joseph Richardson,71,7,4,1,1,8.5,2,2
Kelly Lee,22,2,1,1,1,8.5,2,1
Joseph Leonard,19,1,1,2,2,6.0,1,1
Joy Moss,95,8,1,1,3,7.0,2,2
Rebecca Carter,13,1,1,1,3,8.5,2,1
Jessica White,36,3,4,1,3,6.5,1,1
Karen Caldwell,55,5,2,1,1,8.0,2,1
Kevin Warren,43,4,1,1,2,7.5,2,3
Rebecca Brown,57,5,1,1,3,6.0,1,1
Joshua Edwards,43,4,2,3,1,8.0,2,1
Norman Tran,49,4,1,1,3,10.0,3,2
Kimberly Jackson,75,7,3,1,2,6.5,1,2
Anthony Keller,10,1,1,1,3,9.0,3,1
Ryan Castro,86,8,2,1,3,6.5,1,1
Cindy Schwartz,41,4,4,2,2,6.0,1,1
Zachary Wilson,92,8,3,2,3,8.5,2,1
Kevin Cruz,65,6,2,2,1,9.0,3,1
Jason Gomez,84,8,2,1,3,6.5,1,1
Victoria Buchanan,75,7,3,3,2,8.0,2,1
Samantha Warner,28,2,1,1,3,7.0,2,1
Robert Hodges,34,3,3,1,3,5.0,1,1
Paul Carlson,53,5,1,1,1,9.5,3,1
Darren Robertson,60,6,3,1,1,8.5,2,1
Michael Reid,10,1,1,1,2,7.0,2,1
Renee Allen,29,2,3,1,2,8.0,2,1
Kathryn Miller,35,3,2,1,1,11.0,3,1
Denise Turner,95,8,2,2,1,8.5,2,1
Robert Jennings,80,8,2,1,1,3.5,1,2
Michael Wells,31,3,3,1,2,6.5,1,3
Taylor Obrien,44,4,3,1,2,5.0,1,2
Debra Parker,50,5,2,1,1,6.5,1,1
Kristen Lewis,33,3,1,1,2,5.5,1,1
Paula Keith,37,3,2,1,2,6.0,1,1
Lucas Collins,48,4,1,1,1,7.5,2,1
Andrew Hendricks,60,6,3,2,3,8.5,2,1
Steven Huffman,63,6,4,1,2,7.0,2,1
Felicia Hernandez,97,8,1,1,2,8.0,2,2
Peter Barnett,11,1,4,1,1,6.5,1,1
Heidi Young,17,1,4,1,1,9.5,3,1
Brenda Griffin,49,4,1,1,2,6.0,1,1
Matthew Perkins,25,2,1,1,2,6.5,1,1
Cassandra Lewis,97,8,4,1,1,9.0,3,1
Martha Hardy,27,2,2,1,1,8.5,2,3
Linda Tran,37,3,1,3,1,7.0,2,2
Cheyenne Kramer,14,1,1,1,2,8.5,2,1
Derrick Liu,23,2,4,1,1,8.5,2,1
Timothy Crawford,32,3,1,1,2,5.5,1,1
Susan Smith,85,8,1,1,2,8.0,2,1
Gina Harrison,20,2,1,2,2,8.0,2,2
Amanda Cohen,98,8,3,3,1,5.0,1,1
Dalton Lopez,19,1,1,1,2,9.5,3,1
Elizabeth Howell,84,8,1,2,1,7.5,2,1
Debra Gentry,29,2,4,1,1,7.5,2,2
Lee Tapia,82,8,1,1,2,8.5,2,3
Juan Barnes,43,4,1,2,1,7.0,2,1
Amber Aguilar,64,6,1,1,2,6.0,1,1
John Holland,57,5,3,1,1,7.5,2,1
Erik Davis,96,8,1,1,3,5.5,1,1
Jon Williams,34,3,2,1,3,7.0,2,1
Amber Greene,55,5,1,1,1,7.5,2,1
Robert Rios,30,3,1,3,3,7.0,2,1
Kathleen Ward,19,1,1,1,1,8.5,2,1
Lisa Johnson,53,5,2,1,3,8.0,2,2
Charles Brennan,16,1,1,3,3,7.0,2,1
Rebecca Lewis,74,7,1,1,1,8.0,2,2
John Bright,41,4,1,1,2,9.0,3,1
Bryan Boone,54,5,1,2,2,6.0,1,1
Michael Carter,9,1,2,1,2,7.0,2,1
Debra Green,39,3,4,1,3,9.0,3,1
Jonathon Thompson,46,4,2,2,1,9.5,3,1
Brent Vega,10,1,2,2,1,5.0,1,1
Lori Smith,59,5,1,2,1,4.0,1,1
Mary Dominguez,37,3,2,1,3,10.0,3,1
Zachary Lee,84,8,1,2,3,6.5,1,1
Angel Rosario,34,3,4,1,2,8.5,2,1
Noah Cooper,58,5,3,1,2,8.0,2,1
Ronald Martinez,62,6,2,1,2,8.0,2,1
Julie Meyers,97,8,1,1,1,8.5,2,1
David Morales,83,8,4,1,1,7.0,2,2
Matthew Williams,30,3,3,1,1,6.5,1,1
Michelle Johnston,52,5,4,1,1,8.0,2,2
Jeremy Lyons,23,2,1,1,1,8.0,2,1
Jacob Collins,17,1,3,3,2,7.5,2,1
Samantha Bell,61,6,1,1,2,7.5,2,1
John Rasmussen,32,3,1,1,1,9.5,3,1
Lauren Dunn,60,6,1,1,1,5.0,1,1
Denise Brown,24,2,1,1,2,5.0,1,1
Stephanie Miller,38,3,3,1,1,8.0,2,1
Matthew Guerra,18,1,1,1,3,5.5,1,1
Kimberly Moore,58,5,1,1,1,5.5,1,1
Larry Martin,12,1,1,1,2,9.5,3,1
Dominique Thompson,13,1,2,1,3,13.0,3,1
Ashley Chambers,69,6,3,1,1,6.0,1,2
Monica Pope,19,1,1,3,3,8.0,2,1
Jason Roberts,33,3,4,1,3,8.0,2,3
Joan Thompson,80,8,1,1,1,6.5,1,1
Michael Kelley,76,7,1,3,1,5.5,1,3
Samuel Thompson,16,1,1,2,3,8.0,2,1
Jesse Johnson,38,3,3,1,1,7.0,2,2
Monica Perez,59,5,3,1,2,6.0,1,2
Kim Gonzales,54,5,2,1,1,8.0,2,3
Sherri Hughes,13,1,1,3,3,6.0,1,1
Karen Barron,58,5,1,2,1,8.0,2,2
Richard Myers,93,8,4,2,1,8.5,2,1
Brian Mack,44,4,2,2,1,7.0,2,1
Sarah Ball,33,3,4,1,3,6.0,1,1
John Nelson,19,1,2,1,1,9.0,3,1
Kelly Horton,19,1,3,1,2,9.5,3,1
Jose Ward,57,5,2,1,1,7.5,2,1
Brandon Hawkins,22,2,1,1,2,8.5,2,1
Andrew White,39,3,2,1,2,7.0,2,1
Dawn James,9,1,1,1,2,9.5,3,1
Joshua Hernandez,12,1,1,2,1,7.5,2,1
James Rice,30,3,1,3,1,8.0,2,1
Kristen Young,76,7,1,1,1,8.0,2,1
Tracy Townsend,9,1,3,1,3,8.5,2,1
Crystal Phelps,56,5,1,1,2,8.0,2,1
Jennifer Klein,47,4,3,1,1,5.0,1,1
Christina Duran,79,7,4,1,3,5.5,1,1
Thomas Hodge,44,4,1,2,3,7.0,2,1
Mark Owens,37,3,2,1,2,9.0,3,1
Jessica Hill,30,3,1,1,2,6.0,1,3
Tabitha May,45,4,1,2,1,10.0,3,1
Samantha Clark,83,8,4,1,3,6.0,1,1
Andrew Leach,99,8,4,1,2,9.0,3,2
Emily Ramirez,26,2,2,1,1,10.5,3,1
Kimberly Nguyen,9,1,2,1,3,8.5,2,1
Ernest Morales,47,4,3,1,1,6.0,1,2
Nathaniel Payne,97,8,4,1,1,6.0,1,1
Erik Armstrong,85,8,1,2,3,5.5,1,1
Ms. Kelly Hill MD,90,8,3,1,2,6.5,1,1
Tyler Barker,12,1,3,1,2,7.0,2,1
Teresa Daniels,23,2,2,1,1,7.0,2,1
Sean Watson,37,3,1,3,2,4.5,1,1
Martin Gonzalez,52,5,1,2,3,8.0,2,1
Erica Hardin,32,3,1,1,3,4.0,1,2
William Jackson,24,2,2,2,2,8.0,2,1
Breanna Cole,33,3,2,1,3,5.0,1,3
